#idx1
CSM2.1C-045	基本妖能量			0	ab565063366ad849	0
CSMAC-FAI	基本妖能量			0	ab565063366ad849	0
CSMPiC-024	基本妖能量			0	ab565063366ad849	0
CSMPiC-043	基本妖能量			0	ab565063366ad849	0
CSM1DC-FAI	基本妖能量			0	ab565063366ad849	0
CSM2.1C-043	基本恶能量			0	46c769fc57a6c250	1
CSMAC-DAR	基本恶能量			0	46c769fc57a6c250	1
CSMPiC-022	基本恶能量			0	46c769fc57a6c250	1
CSMPiC-041	基本恶能量			0	46c769fc57a6c250	1
CS2DaC-DAR	基本恶能量			0	46c769fc57a6c250	1
CS4aC-184	基本恶能量			0	46c769fc57a6c250	1
CS4DaC-432	基本恶能量			0	46c769fc57a6c250	1
CS4DaC-DAR	基本恶能量			0	46c769fc57a6c250	1
CS5.1C-007	基本恶能量			0	46c769fc57a6c250	1
CSZC-065	基本恶能量			0	46c769fc57a6c250	1
CBB2C-1103	基本恶能量			0	46c769fc57a6c250	1
CBB2C-1106	基本恶能量			0	46c769fc57a6c250	1
CSVL1C-132	基本恶能量			0	46c769fc57a6c250	1
CSVL2C-138	基本恶能量			0	46c769fc57a6c250	1
SVP-DAR	基本恶能量			0	46c769fc57a6c250	1
SVP-DAR-1	基本恶能量			0	46c769fc57a6c250	1
SVP-DAR-2	基本恶能量			0	46c769fc57a6c250	1
SVP-DAR-3	基本恶能量			0	46c769fc57a6c250	1
CSVH4pC-DAR	基本恶能量			0	46c769fc57a6c250	1
CSVSC-DAR	基本恶能量			0	46c769fc57a6c250	1
CSAC-DAR	基本恶能量			0	46c769fc57a6c250	1
CSM1DC-DAR	基本恶能量			0	46c769fc57a6c250	1
CSVE1C-DAR	基本恶能量			0	46c769fc57a6c250	1
CSVH1C-DAR	基本恶能量			0	46c769fc57a6c250	1
CSVH1pC-DAR	基本恶能量			0	46c769fc57a6c250	1
CSVL1C-DAR	基本恶能量			0	46c769fc57a6c250	1
CSM2.1C-042	基本斗能量			0	9fedb80a97ddd5cc	1
CSMAC-FIG	基本斗能量			0	9fedb80a97ddd5cc	1
CSMPiC-021	基本斗能量			0	9fedb80a97ddd5cc	1
CSMPiC-040	基本斗能量			0	9fedb80a97ddd5cc	1
CS2DaC-FIG	基本斗能量			0	9fedb80a97ddd5cc	1
CS4DaC-431	基本斗能量			0	9fedb80a97ddd5cc	1
CS4DaC-FIG	基本斗能量			0	9fedb80a97ddd5cc	1
CS5.1C-006	基本斗能量			0	9fedb80a97ddd5cc	1
CS6bC-172	基本斗能量			0	9fedb80a97ddd5cc	1
CSZC-064	基本斗能量			0	9fedb80a97ddd5cc	1
CBB3C-2001	基本斗能量			0	9fedb80a97ddd5cc	1
CBB3C-2004	基本斗能量			0	9fedb80a97ddd5cc	1
CSVL1C-131	基本斗能量			0	9fedb80a97ddd5cc	1
CSVL2C-137	基本斗能量			0	9fedb80a97ddd5cc	1
SVP-FIG	基本斗能量			0	9fedb80a97ddd5cc	1
SVP-FIG-1	基本斗能量			0	9fedb80a97ddd5cc	1
SVP-FIG-2	基本斗能量			0	9fedb80a97ddd5cc	1
SVP-FIG-3	基本斗能量			0	9fedb80a97ddd5cc	1
