#idx1
CS6.5C-072	V防守能量			0	88bf9902f1d769a6	1
CS6.5C-096	V防守能量			0	88bf9902f1d769a6	1
CS3DC-166	一击能量			0	cf66bbfeb3105309	0
CS3aC-125	一击能量			0	cf66bbfeb3105309	0
CS3aC-184	一击能量			0	cf66bbfeb3105309	0
CS4DaC-412	一击能量			0	cf66bbfeb3105309	0
CSBC-018	一击能量			0	cf66bbfeb3105309	0
CSVE1C-171	一击能量			0	cf66bbfeb3105309	0
CSM2cC-150	三重加速能量			0	3803f75a31c1a002	0
CSM2cC-192	三重加速能量			0	3803f75a31c1a002	0
CS3.5C-064	冲击能量			0	2f1066929a778456	0
CSV5C-129	医疗能量			0	716f25159d0f0b76	1
CS1bC-136	双子能量			0	edfad015c2bdc303	0
CS1bC-199	双子能量			0	edfad015c2bdc303	0
CSCC-018	双子能量			0	edfad015c2bdc303	0
CSM1DC-324	双重无色能量			0	099fd71f7e7e757c	0
CSM1cC-149	双重无色能量			0	099fd71f7e7e757c	0
CSM1cC-212	双重无色能量			0	099fd71f7e7e757c	0
CSM2DC-342	双重无色能量			0	099fd71f7e7e757c	0
CSMAC-018	双重无色能量			0	099fd71f7e7e757c	0
CSMPfC-024	双重无色能量			0	099fd71f7e7e757c	0
CSMPgC-024	双重无色能量			0	099fd71f7e7e757c	0
CSMPhC-024	双重无色能量			0	099fd71f7e7e757c	0
CS5DC-153	双重涡轮能量			0	9c04dd0addf56a7b	1
CS5aC-127	双重涡轮能量			0	9c04dd0addf56a7b	1
CS5aC-176	双重涡轮能量			0	9c04dd0addf56a7b	1
CSNC-024	双重涡轮能量			0	9c04dd0addf56a7b	1
CSOC-018	双重涡轮能量			0	9c04dd0addf56a7b	1
CSVE1C-174	双重涡轮能量			0	9c04dd0addf56a7b	1
CSVE2C-205	双重涡轮能量			0	9c04dd0addf56a7b	1
CSVH3C-062	双重涡轮能量			0	9c04dd0addf56a7b	1
CSVM1cC-028	双重涡轮能量			0	9c04dd0addf56a7b	1
CSZC-058	双重涡轮能量			0	9c04dd0addf56a7b	1
CSM1bC-150	反击能量			0	9d815ffa68d75e37	0
CSM1bC-204	反击能量			0	9d815ffa68d75e37	0
CSMPpC-010	反击能量			0	9d815ffa68d75e37	0
CSV4C-129	喷射能量			0	1323733f19cc04e5	1
CSV8C-263	喷射能量			0	1323733f19cc04e5	1
CSV9.5C-206	喷射能量			0	1323733f19cc04e5	1
CSVE2C-203	喷射能量			0	1323733f19cc04e5	1
CSVH3C-061	喷射能量			0	1323733f19cc04e5	1
CSV8C-206	回力镖能量			0	56a8bc18baccdf24	1
CBB3C-2003	夜光能量			0	540ee48bb93584e4	1
CBB3C-2006	夜光能量			0	540ee48bb93584e4	1
CSV1C-127	夜光能量			0	540ee48bb93584e4	1
CSV8C-264	夜光能量			0	540ee48bb93584e4	1
CSVE1C-176	夜光能量			0	540ee48bb93584e4	1
CSVH1C-059	夜光能量			0	540ee48bb93584e4	1
CSVM2bC-034	夜光能量			0	540ee48bb93584e4	1
CS4aC-132	宝藏能量			0	4419ad2a928dd603	0
CSVH3C-063	宝藏能量			0	4419ad2a928dd603	0
CSV9C-208	富裕能量			0	257e65746310895c	1
CSV10C-221	尖钉能量			0	f9db949f369ecead	1
CSV10C-287	尖钉能量			0	f9db949f369ecead	1
CS2aC-114	岩石【斗】能量			0	4922b0a6256008c8	0
CS3.5C-066	幸运能量			0	34d1fc7e9f3de4c1	0
CS4DaC-413	幸运能量			0	34d1fc7e9f3de4c1	0
CSVE2C-206	幸运能量			0	34d1fc7e9f3de4c1	0
CSVH3C-064	幸运能量			0	34d1fc7e9f3de4c1	0
CSM1aC-150	异兽能量◇			0	df5efd7d322fe1c6	0
CSM2.5C-061	弱点防守能量			0	ef6be64bf69a6ca2	0
CSM2.5C-099	弱点防守能量			0	ef6be64bf69a6ca2	0
CS2aC-115	强力【无】能量			0	c3dde799d7f8b832	0
CS3DC-169	强力【无】能量			0	c3dde799d7f8b832	0
CSM1aC-151	彩虹能量			0	b6c487a13a115137	0
CSM1aC-211	彩虹能量			0	b6c487a13a115137	0
CSMAC-019	彩虹能量			0	b6c487a13a115137	0
CSM2aC-150	循环能量			0	f5c46338e0f9f59c	0
CSM2aC-194	循环能量			0	f5c46338e0f9f59c	0
CS1.5C-054	惊悚【超】能量			0	1f687b20d568f0bd	0
CSM2bC-150	抽取能量			0	b52ed14235dee533	0
CSM2bC-193	抽取能量			0	b52ed14235dee533	0
CS1.5C-055	捕获能量			0	867d083731830c85	0
CS1.5C-096	捕获能量			0	867d083731830c85	0
CS3DC-168	捕获能量			0	867d083731830c85	0
CSBC-019	捕获能量			0	867d083731830c85	0
CSV7C-203	新冲天能量			0	83aba7d0c92c81e8	1
CSVM2bC-033	新冲天能量			0	83aba7d0c92c81e8	1
CS1DC-207	极光能量			0	4449859ece6b003f	0
CS1aC-135	极光能量			0	4449859ece6b003f	0
CS3DC-167	极光能量			0	4449859ece6b003f	0
CSAC-024	极光能量			0	4449859ece6b003f	0
CS4bC-132	汇流能量			0	dafd84cb30315c51	0
CSOC-019	汇流能量			0	dafd84cb30315c51	0
CSVE1C-175	汇流能量			0	dafd84cb30315c51	0
CSVE1pC-023	汇流能量			0	dafd84cb30315c51	0
CSV3C-130	治疗能量			0	2c65697c2aceac4e	1
CSVE2C-204	治疗能量			0	2c65697c2aceac4e	1
CS2.5C-059	涂层【钢】能量			0	2c760df842e33056	0
CS2bC-114	清洗【水】能量			0	f67c9fe650ef2a1c	0
CS6bC-131	滋养能量			0	2d562d178461cd58	1
CS2bC-115	潜行【恶】能量			0	9d8956e7c55e2d86	0
CSV10C-222	火箭队能量			0	53341530fef1494f	1
CSM1bC-151	瞬移能量			0	a906e6e9abf60dd2	0
CSM1.5C-060	组合能量【斗】【恶】【妖】			0	9d120ba7d3e06035	0
CSM1.5C-088	组合能量【斗】【恶】【妖】			0	9d120ba7d3e06035	0
CSM1.5C-058	组合能量【草】【火】【水】			0	f2815392978ba958	0
CSM1.5C-086	组合能量【草】【火】【水】			0	f2815392978ba958	0
CSM1.5C-059	组合能量【雷】【超】【钢】			0	6d53cc2aa3fafb7a	0
CSM1.5C-087	组合能量【雷】【超】【钢】			0	6d53cc2aa3fafb7a	0
CS2.5C-058	芳香【草】能量			0	8fc39d4419660aed	0
CSV7C-204	薄雾能量			0	fb0948c721db1f31	1
CSV9.5C-207	薄雾能量			0	fb0948c721db1f31	1
CSVM1aC-033	薄雾能量			0	fb0948c721db1f31	1
CS3.5C-065	螺旋能量			0	f4401b786e49a1d8	0
CSVE1C-173	螺旋能量			0	f4401b786e49a1d8	0
CSM1cC-151	记忆能量			0	0f4d4b151e5c4eac	0
CSM1cC-150	超提升能量◇			0	8c2b0eeade34106e	0
CS3DC-170	连击能量			0	6e64947b19ac24ae	0
CS3bC-122	连击能量			0	6e64947b19ac24ae	0
CS3bC-179	连击能量			0	6e64947b19ac24ae	0
CS4DaC-414	连击能量			0	6e64947b19ac24ae	0
CSCC-019	连击能量			0	6e64947b19ac24ae	0
CSVE1C-177	连击能量			0	6e64947b19ac24ae	0
CSV2C-128	逆转能量			0	cbadb3473273c14c	1
CSV3C-165	逆转能量			0	cbadb3473273c14c	1
CSVE2C-207	逆转能量			0	cbadb3473273c14c	1
CSV8C-207	遗赠能量			0	6f31b7241a181631	1
CSV9.5C-208	遗赠能量			0	6f31b7241a181631	1
CS6aC-131	馈赠能量			0	dbb3f3d2ef2f3372	1
CSVE1C-172	馈赠能量			0	dbb3f3d2ef2f3372	1
CSVE2C-202	馈赠能量			0	dbb3f3d2ef2f3372	1
CSZC-057	馈赠能量			0	dbb3f3d2ef2f3372	1
CS1.5C-052	高温【火】能量			0	53586e400249778f	0
CS1.5C-053	高速【雷】能量			0	162010f6b1a4fe57	0
