#flt1
CSM2aC-140					82000			0
CSM2aC-179					82000			0
CS2DaC-049					0			0
CS2aC-109					0			0
CS2aC-131					0			0
CS2aC-141					0			0
CSIC-003					0			0
CSV8C-199					20002			1
CSV8C-240					20002			1
CSV8C-255					20002			1
CSV9.5C-191					20002			1
CSVH4aC-020					20002			1
CSVNC-037					20002			1
CSVNC-044					20002			1
SVP-239					20002			1
CSM1bC-142					4			0
SSP-132					4			0
SSP-133					4			0
CSV8C-198					4			1
CSV8C-239					4			1
CSV8C-254					4			1
CSV9.5C-190					4			1
CSV9.5C-252					4			1
CSVNC-036					4			1
CSV6C-122					4			1
CSV6C-147					4			1
CSV6C-157					4			1
CSVE2C-172					4			1
CS1DC-203					20006			0
CS1bC-134					20006			0
CS1bC-175					20006			0
CS1bC-189					20006			0
CSJC-015					20006			0
CSVH2aC-018					22004			1
SSP-162					22004			1
CS3aC-115					30004			0
CS3aC-147					30004			0
CS3aC-169					30004			0
CSV8C-193					4			1
CSV8C-234					4			1
CSV8C-252					4			1
CSM1DC-274					2002			0
CSM2DC-291					2002			0
CSM1DC-303					22006			0
CSM1bC-139					22006			0
CSM1bC-179					22006			0
CSM2DC-319					22006			0
CS4bC-129					4			0
CS4bC-155					4			0
CS4bC-172					4			0
CSVE1C-164					4			0
SSP-082					6			0
CS3.5C-060					20004			0
CS3.5C-078					20004			0
CS3.5C-085					20004			0
CS4DaC-392					20004			0
CSIC-008					20004			0
CSVE1C-144					20004			0
CSVH3C-051					20004			0
CSZC-047					20004			0
CSV2C-121					c			1
CSV2C-148					c			1
CSV7C-196					4			1
CSV7C-233					4			1
CSV10C-213					4			1
CSV10C-261					4			1
CS2aC-110					2			0
CS2aC-132					2			0
CSV10C-208					4			1
CSV10C-256					4			1
CSV10C-277					4			1
CS4.5C-061					4			0
CS4.5C-074					4			0
CSV8C-196					2			1
CSV8C-237					2			1
CSVH5C-048					2			1
CSM1DC-288					4			0
CSM1aC-140					4			0
CSM1aC-185					4			0
CSMPgC-020					4			0
CSV2C-120					6			1
CSV2C-147					6			1
CSV2C-158					6			1
CSVH2C-051					6			1
CSVH4C-047					6			1
CS5bC-123					20004			1
CS5bC-153					20004			1
CS5bC-169					20004			1
CSVE2C-182					20004			1
SSP-140					20004			1
SSP-142					20004			1
CSM1DC-294					20006			0
CSM1aC-141					20006			0
CSM1aC-186					20006			0
CSM2DC-311					20006			0
CS3DC-157					6			0
CS3bC-117					6			0
CS3bC-147					6			0
CS3bC-171					6			0
CSV6C-123					2			1
CSV6C-148					2			1
CSM1aC-136					4			1
CSM1aC-182					4			1
CSM2.1C-026					4			1
CSMPlC-009					4			1
CS6.1C-008					4			1
CS6.1C-017					4			1
CS6bC-126					4			1
CS1DC-196					20002			1
CS1bC-132					20002			1
CS1bC-173					20002			1
CS1bC-188					20002			1
CS2.5C-053					20002			1
CS2.5C-068					20002			1
CS2DaC-050					20002			1
CS3DC-158					20002			1
CSAC-019					20002			1
CSBC-014					20002			1
CSCC-013					20002			1
CSVE1C-158					20002			1
CSVE1C-178					20002			1
CS4DaC-403					20002			1
CS5DC-146					20002			1
CS5DC-156					20002			1
CSNC-021					20002			1
CSOC-015					20002			1
CSXC-018					20002			1
CSZC-051					20002			1
CSV1C-121					20002			1
CSV1C-122					20002			1
CSV1C-148					20002			1
CSV1C-149					20002			1
CSVE1C-159					20002			1
CSVE1pC-011					20002			1
CSVE2C-190					20002			1
CSVH1C-056					20002			1
CSVH2C-056					20002			1
CSVH3C-056					20002			1
CSVH4C-054					20002			1
CSVH4C-055					20002			1
CSVH4eC-047					20002			1
CSVH4eC-048					20002			1
CSVH4eC-049					20002			1
CSVH5C-054					20002			1
CSVH5eC-047					20002			1
CSVH5eC-048					20002			1
CSVH5eC-049					20002			1
CSVM1aC-026					20002			1
CSVM1bC-027					20002			1
CSVM1cC-024					20002			1
CSVM2bC-027					20002			1
CSVSC-063					20002			1
CSVSC-064					20002			1
CSM1DC-275					0			0
CSM1aC-137					0			0
CSM1aC-183					0			0
CSM2.1C-027					0			0
CSMPbC-018					0			0
CSM1DC-277					22006			0
SSP-134					22006			0
SSP-135					22006			0
CS1.5C-049					2			0
CS1.5C-081					2			0
CS1.5C-089					2			0
CSJC-012					2			0
CSM1DC-278					20004			0
CSM1DC-327					20004			0
CSM1DC-281					4			0
CSM1aC-138					4			0
CSM1aC-184					4			0
CSM2.1C-029					4			0
CSM2DC-300					4			0
CSMAC-012					4			0
CSMPaC-017					4			0
CSMPbC-019					4			0
CSMPcC-019					4			0
CSMPdC-015					4			0
CSMPeC-017					4			0
CSMPfC-017					4			0
CSMPgC-017					4			0
CSMPhC-018					4			0
CSMPiC-026					4			0
CSM2DC-301					38004			0
CSM2bC-138					38004			0
CSM2bC-179					38004			0
CSMAC-013					38004			0
CSV3C-121					2			1
CSV3C-148					2			1
CSV3C-159					2			1
SVP-202					2			1
CS3DC-152					2			0
CS3bC-114					2			0
CS3bC-144					2			0
CS3bC-168					2			0
CS4DaC-394					2			0
CSVE1C-145					2			0
CSV10C-205					28004			1
CSV10C-253					28004			1
CSM1DC-306					20004			0
CSM2DC-323					20004			0
CSMPcC-024					20004			0
CSV1C-120					4			1
CSV1C-147					4			1
CSV1C-160					4			1
CSVM2bC-024					4			1
SVP-296					4			1
CS1DC-192					4			0
CS1aC-129					4			0
CS1aC-189					4			0
CS1aC-208					4			0
CS2.1C-007					4			0
CS4DaC-388					20004			1
CSM1DC-295					6			0
CSM2DC-312					6			0
CSMPaC-022					6			0
CSMPbC-023					6			0
CSMPcC-023					6			0
CSMPdC-017					6			0
CSMPfC-021					6			0
CSMPgC-021					6			0
CSMPhC-021					6			0
CSM1DC-296					2			0
CSM2bC-141					20004			0
CSM2bC-182					20004			0
CS3DC-149					6			0
CS3bC-113					6			0
CS3bC-143					6			0
CS3bC-167					6			0
CSVH3C-050					6			0
CSM1DC-289					4			0
CSM1DC-328					4			0
CSV10C-211					4			1
CSV10C-259					4			1
CSV10C-279					4			1
CSM2bC-140					20204			0
CSM2bC-181					20204			0
CSMPeC-018					20204			0
CSV1C-119					4			1
CSV1C-146					4			1
CSV1C-159					4			1
CSVE2C-177					4			1
CSVH1aC-020					4			1
CSVH4aC-019					4			1
CSM1DC-290					20004			0
CSM1DC-276					2			0
CSM2cC-140					2206			0
CS3aC-119					2204			0
CS3aC-151					2204			0
CS3aC-173					2204			0
CS4DaC-397					2204			0
CSM1.5C-052					6			0
CSM1.5C-072					6			0
CSM1.5C-053					0			0
CSM1.5C-073					0			0
CS2.5C-051					6			0
CS2.5C-067					6			0
CS2.5C-076					6			0
CS3DC-147					6			0
CSM2.5C-052					0			0
CSM2.5C-078					0			0
CSV2C-125					4			1
CSV2C-151					4			1
CSVE2C-181					4			1
CSVH2aC-020					4			1
CSVH5C-050					4			1
CS4DaC-391					20004			0
CS4aC-125					20004			0
CS4aC-155					20004			0
CS4aC-176					20004			0
CS6.5C-067					20004			0
CS6.5C-086					20004			0
CSFC-020					20004			0
CSIC-001					20004			0
CSNC-019					20004			0
CSVE1C-142					20004			0
CSVE2C-175					20004			0
CSXC-016					20004			0
CSYC-013					20004			0
CSZC-046					20004			0
CSV3C-123					2002			1
CSV3C-149					2002			1
CSV3C-160					2002			1
CSVE2C-188					2002			1
CSVE2C-208					2002			1
CSVE2pC-011					2002			1
CSVH2aC-021					2002			1
CSVH3aC-021					2002			1
CSVH4aC-021					2002			1
CSVH5aC-021					2002			1
CSVM1aC-025					2002			1
CSVM1bC-026					2002			1
CSVM1cC-023					2002			1
CSVM2aC-028					2002			1
CSVM2bC-026					2002			1
CSVM2cC-026					2002			1
SVP-087					2002			1
SVP-154					2002			1
SVP-205					2002			1
CSV4C-123					2002			1
CSV4C-150					2002			1
CS1.5C-048					20004			0
CS1.5C-080					20004			0
CS1.5C-088					20004			0
CSV4C-121					6			1
CSV4C-148					6			1
CSV9.5C-210					6			1
CSV6C-121					20006			1
CSV6C-146					20006			1
CSV6C-156					20006			1
CSV9.5C-187					20006			1
CSVH4C-046					20006			1
CSVM2aC-026					20006			1
SVP-238					20006			1
CS4DaC-400					6			0
CS4aC-127					6			0
CS4aC-157					6			0
CS4aC-178					6			0
CBB1C-1704					2			1
CSVH1C-055					2			1
CSVH2C-055					2			1
CSVH3C-055					2			1
CSVH4C-052					2			1
CSVH4C-053					2			1
CSVH5C-053					2			1
CSVSC-061					2			1
CSVSC-062					2			1
SVP-206					2			1
SMP-036					20004			0
CSM2DC-310					4			0
CSM2cC-143					4			0
CSM2cC-179					4			0
CSV5C-122					2004			1
CSV5C-149					2004			1
CSVH3aC-019					2004			1
CSM2DC-316					8			0
CS1DC-199					c			0
CS1DC-220					c			0
CSM1DC-301					4			0
CSM1cC-143					4			0
CSM1cC-188					4			0
CSM2DC-317					4			0
CSM1DC-302					e			0
CSM1bC-137					e			0
CSM1bC-177					e			0
CSM2DC-318					e			0
CS1.5C-050					1004			0
CS1.5C-082					1004			0
CS1.5C-090					1004			0
CS3DC-159					4			0
CS4.1C-010					4			0
CSV3C-122					2			1
CSV9.5C-211					2			1
SVP-203					2			1
CS4.5C-063					4			0
CS4.5C-076					4			0
CSV10C-207					4			1
CSV10C-255					4			1
CSV10C-276					4			1
CSVM2bC-025					4			1
CSM2cC-142					20000			0
CSM2cC-178					20000			0
CSMPhC-020					20000			0
CSM2DC-307					0			0
CSM1DC-300					6			0
CSM1aC-142					6			0
CSM1aC-187					6			0
CSM2.1C-033					6			0
CSM2DC-314					6			0
CSM1bC-134					20006			0
CSM1bC-175					20006			0
CS4bC-124					4			0
CS4bC-150					4			0
CS4bC-168					4			0
CS5.1C-009					4			0
CSOC-013					4			0
CSVE1C-140					4			0
CS6bC-128					4			1
CS6bC-154					4			1
CS6bC-167					4			1
CSVE1C-150					4			1
CSVH2C-053					4			1
CSM2.5C-053					20004			0
CSM2.5C-079					20004			0
CS6.1C-011					30002			1
CS6.1C-019					30002			1
CS6aC-125					30002			1
CSZC-048					30002			1
CSM1aC-143					20000			0
CSM1aC-188					20000			0
CSM1DC-297					6			0
CSM1DC-298					0			0
CSMPiC-028					0			0
CS4DaC-405					20006			0
CS4bC-128					20006			0
CS4bC-154					20006			0
CS4bC-171					20006			0
CSFC-021					20006			0
CSVH1C-057					20006			0
CSZC-052					20006			0
CS3DC-153					2			0
CS3aC-118					2			0
CS3aC-150					2			0
CS3aC-172					2			0
CS4DaC-396					2			0
CSVE1C-147					2			0
CSV9C-199					8			1
CSV9C-236					8			1
CSV9C-253					8			1
CSV9.5C-195					2			1
CSV9.5C-216					2			1
CSV5C-124					20004			1
CSV5C-125					20004			1
SVP-209					20004			1
SVP-210					20004			1
CSV9C-198					4			1
CSV9C-235					4			1
CSM2DC-295					20004			0
CSM1DC-280					6			0
CSM1cC-139					6			0
CSM1cC-184					6			0
CSM2DC-299					6			0
CSMPjC-009					6			0
CSV8C-195					20000			1
CSV8C-236					20000			1
CSV6C-125					20004			1
CSV6C-150					20004			1
CSV6C-158					20004			1
CSV9.5C-196					20004			1
CSVH4C-057					20004			1
CSVM1aC-027					20004			1
CSVM1bC-028					20004			1
CSVM2bC-028					20004			1
CSVM2cC-027					20004			1
SVP-240					20004			1
CSM1.5C-046					60000			0
CS2aC-108					20000			0
CS2aC-130					20000			0
CS2aC-140					20000			0
CSIC-002					20000			0
CSJC-013					20000			0
CS1DC-197					4			0
CS1aC-130					4			0
CS1aC-190					4			0
CS1aC-209					4			0
CSIC-004					4			0
CS3DC-155					c			0
CS3bC-115					c			0
CS3bC-145					c			0
CS3bC-169					c			0
CS4DaC-402					c			0
CSVE1C-151					c			0
CSM2cC-139					4			0
CSM2cC-177					4			0
CSMPhC-017					4			0
CSV7C-192					2002			1
CSV7C-229					2002			1
CSVH4aC-018					2002			1
CSM2aC-142					4			0
CSM2aC-180					4			0
CSM1DC-293					6			0
CSM1aC-139					58004			0
CSV10C-212					4			1
CSV10C-260					4			1
SSP-156					20004			1
SSP-193					2004			1
CSM2DC-326					2006			0
CS2DaC-053					2006			0
CS3DC-164					2006			0
CS6aC-127					20204			1
CS6aC-151					20204			1
CS6aC-164					20204			1
CSVE1C-157					20204			1
CSVE2C-189					20204			1
CSV7C-195					20004			1
CSV7C-232					20004			1
CSV9.5C-193					20004			1
CSM2aC-144					6			0
CSM2aC-182					6			0
CS5DC-140					22004			1
CS5aC-120					22004			1
CS5aC-147					22004			1
CS5aC-165					22004			1
CSM1.5C-051					4			0
CSM1.5C-071					4			0
CS5DC-144					2006			1
CS5bC-124					2006			1
CS5bC-154					2006			1
CS5bC-170					2006			1
CSV7C-191					4			1
CSV7C-228					4			1
CSV7C-245					4			1
CSV9.5C-185					4			1
CSVM2cC-024					4			1
SVP-198					4			1
CS6aC-124					20004			1
CS6aC-148					20004			1
CS6aC-149					20004			1
CS6aC-162					20004			1
CSM1.5C-050					20000			0
CSM1.5C-070					20000			0
CSV9C-201					2002			1
CSV9C-238					2002			1
CS5.5C-065					2			1
CS5.5C-076					2			1
CS5.5C-080					2			1
CS5.5C-086					2			1
CSVE1C-154					2			1
CSVE2C-185					2			1
CSVH1aC-022					2			1
CSZC-050					2			1
CSV9.5C-251					4			1
CSV9C-197					4			1
CSV9C-234					4			1
CSV9C-252					4			1
CSVH5aC-019					4			1
CSM1DC-308					0			0
CSM1DC-330					0			0
CSM2DC-325					0			0
CSV7C-199					20002			1
CSV7C-236					20002			1
CSV7C-250					20002			1
CSV9.5C-199					20002			1
CSVH4C-059					20002			1
CSV7C-197					20004			1
CSV7C-234					20004			1
CSV7C-248					20004			1
CSV9.5C-218					20004			1
SVP-155					20004			1
CSM1cC-145					30000			0
CSM1cC-190					30000			0
CS5.5C-063					20104			1
CS5.5C-074					20104			1
CS5.5C-078					20104			1
CS5.5C-084					20104			1
CSVE1C-146					20104			1
CSVE2C-178					20104			1
CSM1DC-283					2204			0
CSM1cC-140					2204			0
CSM1cC-185					2204			0
CSM2.1C-030					2204			0
CSMPaC-018					2204			0
CSMPbC-020					2204			0
CSMPcC-020					2204			0
CS6bC-129					40000			1
CS6bC-155					40000			1
CS6bC-168					40000			1
CSV5C-127					20006			1
CSV5C-152					20006			1
CSV5C-160					20006			1
CSV9.5C-200					20006			1
CSV9.5C-219					20006			1
CSVH3C-060					20006			1
