#eff1 hash=48d24945baeecc7a
151C-001	attack	1	0	heal	{"amount":20,"target":"self"}
151C-002	attack	1	0	heal	{"amount":20,"target":"self"}
151C-003	ability		0	usage_condition	{"kind":"once_per_turn","raw":"在自己的回合时可使用1次"}
151C-003	ability		1	heal	{"amount":60}
151C-003	attack	1	0	inflict_status	{"statuses":["poison","confusion"]}
151C-004	attack	1	0	discard_stadium	{}
151C-005	attack	2	0	discard_energy	{"target":"self","count":1}
151C-006	attack	1	0	conditional_damage_mod	{"amount":100,"condition":"self_has_damage"}
151C-006	attack	2	0	discard_energy	{"target":"self","count":3}
151C-007	attack	1	0	coin_flip	{"count":1,"heads":[{"action":"prevent_damage","params":{"duration":"next_opp_turn"}}]}
151C-008	attack	1	0	recover_from_discard	{"filter":"\\"基本【水】能量\\"","target":"hand","count":3,"maxCount":3,"minCount":0,"allowFewer":true,"allowEmpty":true}
151C-009	ability		0	damage_received_mod	{"amount":-30,"target":"self"}
151C-009	attack	1	0	discard_energy_for_damage	{"count":2,"filter":"【水】能量","amountPer":140,"source":"hand"}
151C-010	attack	1	0	conditional_damage_mod	{"condition":"opponent_active_type","type":"grass","amount":30,"mode":"fixed"}
151C-011	attack	2	0	coin_flip	{"count":1,"heads":[{"action":"prevent_damage","params":{"duration":"next_opp_turn"}}]}
151C-012	attack	1	0	switch_pokemon	{"who":"opponent"}
151C-012	attack	2	0	shuffle_deck	{}
151C-012	attack	2	1	usage_condition	{"kind":"residual_sentence","raw":"选择这只宝可梦，和对手的1只备战宝可梦，将被选择的宝可梦，以及放置于其身上的所有卡牌，各放回各自的牌库。"}
151C-012	attack	2	2	usage_condition	{"kind":"residual_sentence","raw":"若对手没有备战宝可梦，则这个招式失败。"}
151C-014	ability		0	prevent_effect	{"source":"attack"}
151C-015	attack	1	0	conditional_damage_mod	{"condition":"self_no_hand","amount":120,"mode":"fixed"}
151C-015	attack	1	1	inflict_status	{"statuses":["poison","paralysis"]}
151C-016	attack	1	0	search_deck_to_bench	{"filter":"【基础】宝可梦","count":2,"maxCount":2,"minCount":0,"allowFewer":true,"allowEmpty":true}
151C-016	attack	1	1	shuffle_deck	{}
151C-018	attack	2	0	coin_flip	{"count":1,"fail_on_tails":true}
151C-018	attack	2	1	prevent_damage	{"duration":"next_opp_turn"}
151C-019	attack	1	0	conditional_damage_mod	{"amount":10,"condition":"opponent_damage_counters","mode":"per_unit"}
151C-020	attack	1	0	conditional_damage_mod	{"amount":30,"condition":"opponent_damage_counters","mode":"per_unit"}
151C-021	ability		0	usage_condition	{"kind":"generic_effect","raw":"这只宝可梦，若是后攻玩家的最初回合，则即使刚刚出场也可进行进化。"}
151C-022	attack	1	0	search_deck_to_hand	{"filter":null,"count":3,"maxCount":3,"minCount":0,"allowFewer":true,"allowEmpty":true}
151C-022	attack	1	1	shuffle_deck	{}
151C-023	attack	1	0	coin_flip	{"count":1}
151C-023	attack	1	1	discard_energy	{"target":"opponent","count":1}
151C-024	attack	1	0	cannot_retreat	{"target":"opponent","duration":"next_opp_turn"}
151C-024	attack	2	0	discard_opponent_hand_random	{"count":2,"chooser":"opponent"}
151C-025	attack	1	0	shuffle_deck	{}
151C-025	attack	1	1	usage_condition	{"kind":"residual_sentence","raw":"从自己的牌库选择1张\\"基本【雷】能量\\"，附于这只宝可梦身上。"}
151C-026	ability		0	trigger	{"event":"knocked_out","effect":{"action":"move_energy","params":{"source":"self","dest":"bench","count":1,"filter":"【雷】能量"}},"effects":[{"action":"move_energy","params":{"source":"self","dest":"bench","count":1,"filter":"【雷】能量"}},{"action":"usage_condition","params":{"kind":"residual_sentence","raw":"可使用1次。"}}],"optional":false}
151C-026	attack	1	0	self_damage	{"amount":50}
151C-027	ability		0	usage_condition	{"kind":"generic_effect","raw":"对手弃牌区中的训练家，就无法因为对手的物品或支援者的效果，被放回牌库。"}
151C-028	attack	1	0	cannot_retreat	{"target":"opponent","duration":"next_opp_turn"}
151C-028	attack	2	0	conditional_damage_mod	{"amount":100,"condition":"opponent_active_has_damage"}
151C-029	attack	1	0	inflict_status	{"statuses":["poison"]}
151C-030	attack	1	0	search_deck_to_hand	{"filter":"宝可梦","count":3,"maxCount":3,"minCount":0,"allowFewer":true,"allowEmpty":true}
151C-030	attack	1	1	shuffle_deck	{}
151C-031	attack	1	0	prevent_damage	{"source":"attack"}
151C-034	ability		0	usage_condition	{"kind":"generic_effect","raw":"若自己的场上有\\"尼多后\\"，则这只宝可梦的使用招式所需能量，全部消除。"}
151C-034	attack	1	0	inflict_status	{"statuses":["poison"]}
