#flt1
CSM1DC-317					0			0
CSM1bC-146					0			0
CSM1bC-203					0			0
CSMPjC-010					0			0
CSM1DC-318					400			0
CSM1aC-146					400			0
CSM1DC-321					0			0
CSM1aC-147					0			0
CSM1DC-319					0			0
CSM1cC-146					0			0
CSM1cC-211					0			0
CSM2DC-338					0			0
CSMPoC-010					0			0
CSM1.5C-055					0			0
CSM2DC-337					0			0
CSMPgC-023					0			0
CSM1DC-323					0			0
CSM1DC-322					200			0
CSM1cC-148					200			0
CSM1DC-316					8			0
CSM1bC-148					10400			0
CSM1aC-148					30006			0
CSM1bC-149					10008			0
CSM1aC-149					8000			0
CSM1.5C-056					20004			0
CSM1.5C-054					200			0
CSM1.5C-085					200			0
CSM1DC-320					0			0
CSM1cC-147					0			0
CSM2DC-339					0			0
CSM1bC-147					10400			0
CSM1bC-145					4			0
CSM1DC-315					2018			0
CSM1.5C-057					10000			0
CSM2.5C-059					8			0
CSM2DC-340					0			0
CSM2.5C-057					30000			0
CSM2cC-148					0			0
CSMPpC-009					0			0
CSM2.5C-058					210			0
CSM2cC-147					20004			0
CSM2cC-191					20004			0
CSM2bC-148					0			0
CSM2DC-335					0			0
CSM2bC-147					0			0
CSM2bC-192					0			0
CSMPfC-023					0			0
CSM2DC-336					0			0
CSM2bC-149					0			0
CSM2.5C-060					80000			0
CSM2.5C-098					80000			0
CSM2cC-149					2018			0
CSM2DC-341					20004			0
CSM2aC-149					20004			0
CSM2aC-193					20004			0
CSMAC-017					20004			0
CS2aC-112					0			0
CS1.5C-051					0			0
CS2.1C-008					0			0
CS1DC-206					2000			0
CS1aC-134					2000			0
CS2.5C-057					2			0
CS2bC-113					200			0
CS1DC-205					20004			0
CS1aC-133					20004			0
CS1aC-217					20004			0
CSAC-023					20004			0
CS1DC-204					4			0
CS1bC-135					4			0
CS1bC-198					4			0
CS2aC-113					8			0
CS4.1C-004					6			0
CS4aC-130					8			0
CS4aC-182					8			0
CSVE2C-198					8			0
CS3bC-120					8			0
CS3aC-124					200			0
CS3.5C-063					80000			0
CS3.5C-090					80000			0
CSZC-054					80000			0
CS4aC-131					8004			0
CS4bC-131					20000			0
CSVE2C-199					20000			0
CS4bC-130					4			0
CS4bC-175					4			0
CSVE1C-166					4			0
CSVE2C-196					4			0
CS3aC-123					20006			0
CSBC-017					30206			0
CSVE1C-165					30206			0
CS3bC-121					400			0
CSCC-017					30400			0
CSVE1C-170					30600			0
CS5.1C-004					8			0
CS6.1C-004					8			0
CS6.5C-071					20000			1
CS6.5C-095					20000			1
CSVM1aC-030					20000			1
CSVM1bC-031					20000			1
CS5.5C-066					200			1
CS5.5C-089					200			1
CS5DC-151					6			1
CS5aC-125					6			1
CS5aC-174					6			1
CS5bC-127					0			1
CSVE1C-167					0			1
CSVE2C-197					0			1
CS6bC-130					70200			1
CSXC-020					70200			1
CSZC-056					70200			1
CS5DC-152					20204			1
CS5aC-126					20204			1
CS5aC-175					20204			1
CSVE1C-169					20204			1
CSVE2C-201					20204			1
CS6aC-130					30200			1
CS5bC-128					0			1
CS5bC-178					0			1
CSZC-055					0			1
SSP-187					30218			1
CSV2C-127					4			1
CSV2C-163					4			1
CSVE2C-200					4			1
CSVM1aC-032					4			1
CSVM1bC-033					4			1
CSVM2bC-031					4			1
CSVM2cC-031					4			1
CSV4C-127					400			1
CSV4C-165					400			1
CSV3C-129					200			1
CSVM2cC-032					200			1
CSV3C-128					0			1
CSV6C-127					20002			1
CSV1C-126					2004			1
CSVE1C-168					2004			1
CSV2C-126					20008			1
CSV9.5C-204					20008			1
CSVM1bC-032					20008			1
CSV6C-128					0			1
CSVM2bC-032					0			1
CSV4C-128					0			1
CSV5C-128					8004			1
CSVM1aC-031					8004			1
CSVM1cC-027					8004			1
CSV8C-205					4			1
SVP-200					4			1
CSV9.5C-203					20000			1
CSV9C-207					20000			1
CSV9C-266					20000			1
CSVM2aC-031					20000			1
CSV8C-202					8			1
CSVNC-040					8			1
CSV8C-201					8			1
CSV9.5C-201					8			1
CSVNC-039					8			1
CSV7C-202					0			1
CSV9C-205					4			1
CSV7C-201					8			1
CSV8C-261					8			1
CSV8C-203					8000			1
CSV8C-262					8000			1
CSV9.5C-202					8000			1
CSVM2aC-030					8000			1
CSVM2cC-030					8000			1
SVP-287					8000			1
CSV9C-206					8			1
CSV8C-204					20004			1
CSV9.5C-205					20004			1
SVP-NaN1					400			1
CSV7C-200					210			1
CSV10C-215					0			1
SVP-NaN30					400			1
CSV10C-218					0			1
CSV10C-216					4			1
CSV10C-220					2			1
CSV10C-219					80000			1
CSV10C-214					0			1
CSV10C-217					20004			1
CSV10C-286					20004			1
